scenario_id,return_period,duration_min,quartile,seed,model,max_level_m,n_switches,n_intervals_100,n_intervals_170,n_dryrun_proxy,cum_reward,overflow_flag,inference_time_s,swmm_time_s,total_time_s
20yr_0060m_h225,20,0060,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.213838827419024,25,88,21,1,28.372491139153187,0,,,0.12750769895501435
30yr_0060m_h214,30,0060,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.4049945683321665,20,90,26,0,29.456651302572414,0,,,0.20573859196156263
20yr_0180m_h435,20,0180,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.055460873454929,52,176,27,3,55.81371558101254,0,,,0.3490424279589206
50yr_0360m_h678,50,0360,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.059350338035968,74,319,36,28,95.76622344482607,0,,,0.5423257041256875
10yr_0180m_h385,10,0180,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.07249965235293,62,178,7,3,53.63036179835715,0,,,0.3822486640419811
20yr_1440m_h1149,20,1440,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.919577326786524,360,448,0,1,304.0504954768513,0,,,1.535860433941707
20yr_0060m_h216,20,0060,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.030794094397692,20,87,23,3,28.444027899149372,0,,,0.12536199716851115
10yr_0240m_h515,10,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.072723950650059,66,210,3,0,67.14869824436333,0,,,0.3046500638592988
20yr_0120m_h366,20,0120,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.043331426635184,30,134,30,5,42.53728956001235,0,,,0.18649403285235167
10yr_1080m_h1061,10,1080,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.9197146582522855,296,362,0,2,230.74903498294907,0,,,1.1494099129922688
100yr_0720m_h964,100,0720,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.066383239029037,164,494,17,2,173.8785006849328,0,,,0.8856030949391425
100yr_0540m_h862,100,0540,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.063780095192865,117,428,45,28,136.03908422360456,0,,,0.841947389068082
30yr_0720m_h988,30,0720,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.985197640103477,168,424,0,3,168.44743998577283,0,,,0.8724069758318365
100yr_1440m_h1202,100,1440,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.919525524732875,390,587,0,5,309.3228319560898,0,,,1.573021475924179
10yr_0180m_h429,10,0180,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.04601627976722,64,169,12,3,53.38649642946118,0,,,0.2484074078965932
80yr_0240m_h578,80,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.062308447573134,61,240,53,8,72.31535340893004,0,,,0.316335610114038
80yr_1440m_h1188,80,1440,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.919931633333227,396,564,0,5,307.79517717492797,0,,,1.7534321390558034
80yr_0720m_h952,80,0720,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.0658499067878955,182,490,3,0,171.7905758864365,0,,,0.9165211259387434
100yr_0240m_h602,100,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.209115770964766,64,242,58,6,73.16562902404327,0,,,0.31132738781161606
100yr_0240m_h549,100,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.058549669996817,66,253,59,14,72.36193013452157,0,,,0.3192329921294004
100yr_0120m_h322,100,0120,,2,PSO-only-w_0.50_0.25_0.15_0.10,6.1045884216476916,36,152,51,5,46.720627281491105,0,,,0.19042371516115963
100yr_0180m_h465,100,0180,,2,PSO-only-w_0.50_0.25_0.15_0.10,6.005391509911037,46,199,53,6,60.6043999578654,0,,,0.25010313699021935
30yr_0240m_h619,30,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.966066027802257,69,222,38,3,70.23961282615025,0,,,0.3103835629299283
50yr_0240m_h616,50,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.056669849393399,62,230,48,17,70.14128410126594,0,,,0.3110461931210011
50yr_1080m_h1083,50,1080,,2,PSO-only-w_0.50_0.25_0.15_0.10,4.917136294556023,278,504,0,1,239.0979612979204,0,,,1.1640419361647218
100yr_0240m_h585,100,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.073124718395012,53,245,61,18,72.47382277294585,0,,,0.33878982602618635
100yr_0120m_h277,100,0120,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.091404615879763,42,171,44,1,45.955235044770696,0,,,0.24014725699089468
10yr_0360m_h672,10,0360,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.041087154067686,88,267,2,2,92.58217530295903,0,,,0.5288825130555779
80yr_0060m_h246,80,0060,,2,PSO-only-w_0.50_0.25_0.15_0.10,6.126537929002003,19,98,32,1,31.172445239677483,0,,,0.2664524810388684
20yr_0240m_h588,20,0240,,2,PSO-only-w_0.50_0.25_0.15_0.10,5.05525742269485,56,235,26,22,67.13113054327027,0,,,0.3221646600868553
